Day,Count
2020-02-01,7
2020-02-02,1
2020-02-03,6
2020-02-04,31
2020-02-05,5
2020-02-06,16
2020-02-07,6
2020-02-08,4
2020-02-09,1
2020-02-10,18
2020-02-11,21
2020-02-12,6
2020-02-13,18
2020-02-14,34
2020-02-15,4
2020-02-16,10
2020-02-17,8
2020-02-18,24
2020-02-19,16
2020-02-20,18
2020-02-21,10
2020-02-22,3
2020-02-23,6
2020-02-24,9
2020-02-25,28
2020-02-26,7
2020-02-27,9
2020-02-28,18
2020-03-01,2
2020-03-02,22
2020-03-03,3
2020-03-04,15
2020-03-05,18
2020-03-06,19
2020-03-07,3
2020-03-08,1
2020-03-09,34
2020-03-10,15
2020-03-11,11
2020-03-12,95
2020-03-13,28
2020-03-14,12
2020-03-15,59
2020-03-16,99
2020-03-17,67
2020-03-18,71
2020-03-19,56
2020-03-20,53
2020-03-21,17
2020-03-22,17
2020-03-23,32
2020-03-24,36
2020-03-25,23
2020-03-26,14
2020-03-27,25
2020-03-28,16
2020-03-29,19
2020-03-30,9
2020-03-31,5
2020-04-01,14
2020-04-02,25
2020-04-03,34
2020-04-04,11
2020-04-05,11
2020-04-06,32
2020-04-07,48
2020-04-08,36
2020-04-09,30
2020-04-10,21
2020-04-11,19
2020-04-12,13
2020-04-13,49
2020-04-14,23
2020-04-15,30
2020-04-16,33
2020-04-17,25
2020-04-18,57
2020-04-19,42
2020-04-20,58
2020-04-21,53
2020-04-22,58
2020-04-23,67
2020-04-24,17
2020-04-25,20
2020-04-26,15
2020-04-27,39
2020-04-28,49
2020-04-29,61
2020-04-30,75
2020-05-01,41
2020-05-02,44
2020-05-03,47
2020-05-04,53
2020-05-05,42
2020-05-06,26
2020-05-07,43
2020-05-08,24
2020-05-09,10
2020-05-10,11
2020-05-11,59
2020-05-12,63
2020-05-13,45
2020-05-14,75
2020-05-15,22
2020-05-16,15
2020-05-17,31
2020-05-18,28
2020-05-19,26
2020-05-20,24
2020-05-21,54
2020-05-22,33
2020-05-23,11
2020-05-24,19
2020-05-25,35
2020-05-26,8
2020-05-27,21
2020-05-28,22
2020-05-29,21
2020-05-30,11
2020-05-31,22
2020-06-01,25
2020-06-02,39
2020-06-03,16
2020-06-04,23
2020-06-05,19
2020-06-06,10
2020-06-07,7
2020-06-08,20
2020-06-09,16
2020-06-10,30
2020-06-11,35
2020-06-12,14
2020-06-13,9
2020-06-14,16
2020-06-15,33
2020-06-16,34
2020-06-17,22
2020-06-18,28
2020-06-19,22
2020-06-20,23
2020-06-21,22
2020-06-22,15
2020-06-23,9
2020-06-24,13
2020-06-25,15
2020-06-26,23
2020-06-27,4
2020-06-28,6
2020-06-29,27
2020-06-30,44
2020-07-01,38
2020-07-02,51
2020-07-03,24
2020-07-04,15
2020-07-05,20
2020-07-06,61
2020-07-07,64
2020-07-08,37
2020-07-09,55
2020-07-10,128
2020-07-11,37
2020-07-12,12
2020-07-13,32
2020-07-14,63
2020-07-15,68
2020-07-16,59
2020-07-17,33
2020-07-18,18
2020-07-19,21
2020-07-20,27
2020-07-21,38
2020-07-22,48
2020-07-23,79
2020-07-24,89
2020-07-25,52
2020-07-26,65
2020-07-27,45
2020-07-28,41
2020-07-29,93
2020-07-30,58
2020-07-31,59
2020-08-01,52
2020-08-02,36
2020-08-03,34
2020-08-04,71
2020-08-05,59
2020-08-06,43
2020-08-07,60
2020-08-08,20
2020-08-09,45
2020-08-10,35
2020-08-11,55
2020-08-12,10
2020-08-13,32
2020-08-14,15
2020-08-15,9
2020-08-16,53
2020-08-17,36
2020-08-18,48
2020-08-19,62
2020-08-20,36
2020-08-21,33
2020-08-22,9
2020-08-23,26
2020-08-24,26
2020-08-25,50
2020-08-26,83
2020-08-27,42
2020-08-28,43
2020-08-29,41
2020-08-30,38
2020-08-31,73
2020-09-01,34
2020-09-02,82
2020-09-03,51
2020-09-04,47
2020-09-05,37
2020-09-06,34
2020-09-07,7
